,prompt_formality,prompt,prediction,language,model,size(B),id,formality,annotator,annotation_id,created_at,updated_at,lead_time
408,Neutral,This," paper examines how the relationship between the capitalization of the financial sector and economic growth may depend on the structure of the financial sector. Our findings suggest that the negative relationship between capitalization and growth may be an artefact of this structural feature. The evidence from a panel of twenty-two countries from 1960 to the present suggests that the coefficient of the capitalization ratio of the banking sector is always negative and significant and that capitalization of the non-banking financial institutions is positive, statistically and economically significant only in most countries in the 1970's and in the 1980's. The coefficients of capitalization of the banking and non-banking financial institutions differed significantly from one in the 1970's and in the 1980's. It appears, therefore, that the relationship between",en,BLOOM,3.0,1280.0,Formal,1.0,398.0,2022-12-27T15:38:34.695787Z,2022-12-27T15:38:34.695848Z,488.612
409,Informal,"I like him and he says stuff like, if i weren't dating _ i would"," love to marry you, my little dog is very cute. But I am dating an old rich girl and i think he is cheating. i don't feel bad about this at all. i like the guy and i think he is very nice. He has told me he is happy with what he has, but i don't want to hurt him. He is in love with me.",en,XGLM,2.9,1279.0,Informal,1.0,397.0,2022-12-27T15:30:25.763777Z,2022-12-27T15:30:25.763845Z,4.937
410,Neutral,The," first one was the time, two days ago, when I read in Forbes that one of the top 10 investors in the United States, John Paulson, gave $23.6 million to a candidate running for Senate and that the money, according to Fox News, was not from personal funds but from his private bank accounts, where he has cash on hand. He gave the money to David Cameron and he gave it to the guy who was going to win the elections. And so the question was, why did John Paulson do that? And it might well be, as the article suggested, that John Paulson has a money problem and this is just a way for him to make an exit in his current investment. You know, one of the",en,BLOOM,3.0,1278.0,Informal,1.0,396.0,2022-12-27T15:30:20.530005Z,2022-12-27T15:30:20.530048Z,44.738
411,Informal,imet a girl and i want to know how to know if shes into me,", what type of signs she gives me, if there is any specific signs that she does and if yes, how do i look for them.
When it comes to sex positions, the traditional man-on-top is the most common but there's so many options out there to explore. I know I'm not the only person that has wondered about the position of woman-on-top. I found the question so interesting that I decided to ask some of my male friends if they enjoyed it. So, I asked my friends, what did they find to be the most satisfying, arousing positions for them. My friends gave me a wide range of responses. Some liked it, others didn't.
I always wanted to know whether someone was flirting with me or not.",en,BLOOM,7.1,1277.0,Informal,1.0,395.0,2022-12-27T15:29:34.863651Z,2022-12-27T15:29:34.863690Z,4497.21
412,Informal,Everywhere.... Just ask any girl passing by.... but ONLY IN THAILAND.... not in US ....,"Everywhere.... Just ask any girl passing by.... but ONLY IN THAILAND.... not in US.... if any girl is trying to scam you with love, money, sex, etc..... I am a police officer.... call me at 744.543.2760 anytime..... you can trust me.... any scammers around....... THANK YOU for reading..... I hope to share good stuff with you guys...
If you want to join a group with girls for chatting and having fun. Please message me. I will be very glad to help.
I love to make friends who are open minded, funny and good conversationist. I am really nice and honest with all of my conversationist. I am very good at listening and giving advice.
Please be genuine when you communicate with me. I am looking forward to your reply. Thank you",en,BLOOM,7.1,1276.0,Informal,1.0,394.0,2022-12-26T23:13:24.663657Z,2022-12-26T23:13:24.663699Z,5.86
413,Neutral,I," would like to know about working at Tribune Media Company in Saint Louis, MO., if you are a... Tribune Media Company is a diversified media organization that owns, operates and grows a highly...",en,XGLM,2.9,1275.0,Informal,1.0,393.0,2022-12-26T23:13:18.518684Z,2022-12-26T23:13:18.518724Z,7.09
414,Informal,If u guys still keep in touch---I dont think thats the best thing to do., Just thought i would update. Hope u guys are all doing great. My parents are great people. Just wondering what is going on with you guys,en,XGLM,2.9,1274.0,Informal,1.0,392.0,2022-12-26T23:13:11.167256Z,2022-12-26T23:13:11.167306Z,4.011
415,Neutral,They," go ahead in any case.
-  don't expect trouble.
- 'll be surprised.
A little less astonished, we'd be better off.
- We're on your side, don't you think?
- As long as you leave our village untouched.
We don't intend to take it.
- But I can still use it.
- To what end?
To build up my reserves.
In these times of shortage, any piece of iron is of use.
That is what I say, my son!
If it wasn't for us, who would fight the Mongols?
- It is for you to say.
- But I want to ask you first.
What is your opinion of the war?
As a soldier, I see great advantages.
In the name",en,BLOOM,7.1,1273.0,Informal,1.0,391.0,2022-12-26T23:13:06.868843Z,2022-12-26T23:13:06.868879Z,3.567
416,Formal,"Correct, also it is a portender of misfortune to glimpse the betrothed at the marriage","
ceremony, and more so if the wedding is celebrated without the utmost
circumspection. The groom must go first to the house of the bride. He
should find her there, for it is thought to be a great misfortune that
her father should be absent. As soon as the groom arrives, he should put
himself at the side of the bride's father, and should look very sad and
anxious. Then the bridegroom's mother, who is at once an attendant on
the daughter-in-law, should step forward to meet the groom and say to
him: 'How is my darling?' He should reply very gently and with some
degree of composure, and",en,BLOOM,7.1,1272.0,Formal,1.0,390.0,2022-12-26T23:13:03.027761Z,2022-12-26T23:13:03.027800Z,11.062
417,Informal,"Thats why I do not get in chat rooms anymore, unless its to laugh at"," people. This person was very upset and said I was talking to her like a 3 year old. I tried to understand and talk with her, explaining to her that people have feelings and opinions and she got on so upset and then blocked me. Now I need to make it clear to others to not talk to someone in chat rooms until they know you have talked first. But I think she's not going to change her behavior until she actually interacts with you in person.",en,XGLM,7.5,1271.0,Formal,1.0,389.0,2022-12-26T23:12:51.691212Z,2022-12-26T23:12:51.691251Z,12.674
418,Informal,and never ignore her always listen to her...and when you do don't change the subjetct," of the conversation. Just tell her how it is, you need to listen and if you get bored or start to feel tired of her just stop.
Don't forget to stay away from internet. But if you need to use your phone then just tell her what is on your phone but dont tell her to see what i can see.
Be the one that she thinks about before she sleeps, tell her that she is beautiful, that she is the most beautiful thing to ever happen to you. Tell her how much you appreciate and love her.
Don't be overly demanding when she talks to you and keep trying to get her number or be in contact.
Ask her out. If she says no then don't be too down, just continue asking her out and",en,BLOOM,7.1,1270.0,Formal,1.0,388.0,2022-12-26T23:12:38.737721Z,2022-12-26T23:12:38.737759Z,28.692
419,Informal,"If you want to enjoy a bit - why don't you check out some restaurants,"," shops and pubs in the area for great food and great drinks. For those in a hurry, we can arrange a very quick taxi or transfer to the airport, or a minibus for an hour journey to the coast where you can enjoy our delicious food with local wine.",en,XGLM,2.9,1269.0,Formal,1.0,387.0,2022-12-26T23:12:09.773671Z,2022-12-26T23:12:09.773710Z,7.929
